Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
Coral Capital,https://coralcap.co/?lang=en,"3F, Otemachi Financial City Grand Cube, 1-9-2 Otemachi, Chiyoda-ku, Tokyo, 100-0004 JAPAN",Japan,"3. Early Revenue,1. Idea or Patent,2. Prototype,4. Scaling","We invest across all stages and all industries, from SaaS all the way to fusion in search of the new generation of Sonys and Toyotas.
We invest $500K – $5m from Seed to Series A, then follow on up to $20m. Sometimes we do later stage SPVs, but only for founders we’ve previously invested in. At the moment, we only invest in Japan. ",VC,$500000,$10000000
FundL Ventures,https://fundl.ventures/,"2F Nittochi Building, 1-4-1 Kasumigaseki, Chiyoda-ku, Tokyo 100-0013","Japan,India,Canada","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in cleantech, climatetech, renewable energy, EV, agritech and other sectors that yield a positive social impact.",VC,$135000,$1500000
Langleven,https://langleven.com/,"2200 Stanley street, Montreal, Canada","Canada,USA,Switzerland","3. Early Revenue,2. Prototype,4. Scaling","We invest in tech to maximise human performance, sports, wellness and longevity.",VC,$350000,$1000000
Julian Brockhurst,,,,,,Solo angel,,
Joon Kang,,"Berlin, Germany",Germany,"2. Prototype,3. Early Revenue","I invest in SaaS, B2B, F&B",Solo angel,$100000,
Dreamit Ventures,https://www.dreamit.com/,"Floor 20, 1617 JFK Boulevard, Suite 2044 Philadelphia, PA 19103 USA","USA,Israel","2. Prototype,3. Early Revenue,4. Scaling","We invest in disruptive digital health, medical device, and diagnostic companies as well as cybersecurity, anti-fraud, risk & compliance, and physical security startups with early revenue or pilots that are ready to scale.",VC,$200000,$1000000
Stefano Gonelle Ribas,,"London, UK","Canada,USA,Albania,Andorra,Armenia,Austria,Belarus,Belgium,Bosnia-H,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Holy See,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Moldova,Monaco,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,UK,Ukraine,Israel","2. Prototype,3. Early Revenue,4. Scaling","I invest in:
seed, series A
Europe
B2C, Marketplaces, Edtech, Fintech, Saas",Solo angel,$1000,$1000000
Hugo De Gentile,,,,,,Solo angel,,
Goutam Mohan,,"Austin, TX",,"2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",I invest in all sectors and stages,Solo angel,,$50000
A2D Ventures,https://www.a2dventures.com/,"68 Circular Road, Singapore, 049422, Singapore","Singapore,Thailand,Vietnam,Philippines,Indonesia,Malaysia","3. Early Revenue,4. Scaling","We invest in early stage startups across Southeast Asia as syndicate lead, connecting investment opportunities with accredited angels and family offices from Southeast Asia. ",Other,$100000,$500000
Boluwaji Ojegele,,Lagos Nigeria,,"2. Prototype,3. Early Revenue","I invest in Industry agnostic. I have a high favorability for tech enabled companies,
with a reasonable time horizon for entering the market and not terribly capital
ntensive. (eg. it is unlikely that we invest in deep tech or biosciences or medical tech
hat requires clinical trials) Consumer products are ok to submit.
",Solo angel,$200000,
Mark Steele,,,,,,Solo angel,,
Gavin Leonard,,,,,,Solo angel,,
Matteo Tramer,,,,,,Solo angel,,
Matteo Tramer,,,,"2. Prototype,3. Early Revenue","I invest in deeptech early stage companies from pre-seed to series B with a solid founding team and customer centric solutions. Preference for life science (biotech, medtech, DTx)",Solo angel,,$100000
Stéphane Hamelin,,"382 rue Saint Honoré, 75001 Paris, France",,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","I invest in technologies, fintech, ESG",Solo angel,,$4000000
Ligo Partners,https://www.ligopartners.com/,"Miami, USA","USA,UK","4. Scaling,3. Early Revenue,5. Growth,6. Pre-IPO","We invest in Grentech, deeptech, Fintech, saas, cleantech, etc agnostic",Family office,$100000,$20000000
Roy Lauer,,,,,,Solo angel,,
Tensor Ventures,https://tensor.ventures/,"Pernerova 697/35, Karlín, 186 00 Prague, Czech Republic","Czech Republic,Germany,Poland,Slovakia,UK,USA,Israel,Spain,Austria","2. Prototype,3. Early Revenue,4. Scaling","We invest in Deep tech as such, anything which has ideally R&D behind its products and solutions: 

Quantum, Nanotechnology, AI, hardware, chips, semiconductors, areospace, biotech, blockchain.",VC,$250000,$1000000
Henry Stebbins,,"Chicago, USA","Canada,USA,Austria,France,Germany,Iceland,Luxembourg,Switzerland,UK,New Zealand","1. Idea or Patent,2. Prototype,3. Early Revenue","I invest in startups across various sectors, my primary focus centers on Biotech, Deeptech, and Data-driven startups at early stages, from inception to Series A. I invest in areas I want to learn more about because, in doing so, I have the opportunity to learn from the best in those fields.",Solo angel,$10000,$25000
"Dragonfly Ventures

", https://dragonfly-ventures.vc,"1234 Elm Street, Austin, TX 78701, United States","USA,Burundi","4. Scaling,3. Early Revenue,2. Prototype","We invest in SaaS, IoT, and AI technologies. We seek to partner with companies that have a minimum ARR of $500,000 and exhibit a clear roadmap to revolutionizing the digital landscape with groundbreaking solutions.",VC,$100000,$2000000
Committed Capital,https://committedcapital.co.uk/," Committed Capital Limited 150 Buckingham Palace Road, London SW1W 9TR",UK,"4. Scaling,5. Growth","We invest in Saas and B2B based software companies that solve a problem. We are sector agnostic, and have investee companies in insurtech, edtech, adtech or advertising, medtech or healthtech amongst others. ",VC,$1500000,$6000000
Alex Burciu,,"Cluj-Napoca, Romania","Estonia,Romania","1. Idea or Patent,2. Prototype,3. Early Revenue","I invest in deep tech, AI, web3 and innovative software.",Solo angel,$10000,$100000
Bruce Bower,,"London, UK",UK,"3. Early Revenue,4. Scaling","I invest in B2B software/services and healthcare .
Need to see the following:
- strong founder(s)
- generating meaningful revenue
- <10 mln valuation
- <2 mln round size",Solo angel,$10000,$100000
No Border Ventures,https://www.linkedin.com/company/noborderventures.com,"El Paso, TX","Mexico,USA","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in Southwest & LATAM fintech & tech-enabled startups by leveraging our Partners´ 15 years of experience as tech operators and as investors,VC,$100000,$300000
Colopl Next,https://www.coloplnext.co.jp/?lang=en,"Japan, 〒107-0052 Tokyo, Minato City, Akasaka, 9 Chome−7−2 6F Midtown East","USA,Japan,South Korea,Taiwan,India","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",We invest in anything that provides real-life entertainment.,Corporate VC,$100000,$5000000
Strange Ventures,https://www.strangevc.com/,"SF Bay Area, CA, USA",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in AI infrastructure and the evolution of human creativity. We invest in pre seed, seed, and series a companies in developer tools, enterprise saas, software ",VC,$100000,$500000
Ram Rishi,,,,,,Solo angel,,
Jock Fairweather,,,,"2. Prototype,3. Early Revenue","I invest in:

-Is this an outlier?
-Is this powerlaw?
-Was there a WOW?
-Is it inevitable?
-Software 85%gm // Transaction 60% // Product 40%?
-Best in market/ Can it win?",Solo angel,,$100000
Filippo Livorno,,,,,,Solo angel,,
sandstorm.vc,https://sandstorm.vc/,"Burj Khalifa Boulevard, Dubai, UAE","Australia,Austria,Bahrain,Belgium,Bosnia-H,Brazil,Bulgaria,Canada,Colombia,Croatia,Egypt,UAE,Saudi Arabia,Germany,Switzerland,Sweden,Portugal,Poland,Thailand,Netherlands,Denmark,Greece,Israel,Italy,Mexico,Ireland,Slovenia,New Zealand,Serbia,Montenegro,Slovakia,Czech Republic,Kenya,South Africa,South Korea,Singapore,Ukraine,UK,USA,Morocco,Finland,France,Jordan,Lebanon,Kuwait,Oman,Lithuania,Liechtenstein,Djibouti,Angola,Antigua and Barbuda,Argentina,Armenia,Azerbaijan,Bahamas,Bangladesh,Andorra,Barbados,Belize,Benin,Bhutan,Bolivia,Botswana,Burkina Faso,Brunei,Burundi,Cabo Verde,Cambodia,Albania,Cameroon,Belarus,China,Comoros,Congo (Congo-Brazzaville),Costa Rica,Côte d'Ivoire,Cuba,Cyprus,DRC Congo,Chile,Dominican Republic,Ecuador,El Salvador,Equatorial Guinea,Dominica,Eritrea,Estonia,""Eswatini (fmr. """"Swaziland"""")"",Fiji,Gabon,Gambia,Ethiopia,Chad,Central African Republic,Ghana,Grenada,Guinea,Guinea-Bissau,Haiti,Holy See,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Algeria,Guyana,Guatemala,Georgia,Kazakhstan,Kiribati,Kyrgyzstan,Latvia,Lesotho,Laos,Luxembourg,Lybia,Madagascar,Malawi,Malaysia,Liberia,Maldives,Mali,Marshall Islands,Mauritania,Mauritius,Micronesia,Malta,Japan,Monaco,Mozambique,Mongolia,Namibia,Jamaica,Moldova,Nepal,Nicaragua,Nigeria,Niger,Nauru,North Macedonia,Norway,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Palau,Philippines,Qatar,Romania,Peru,Rwanda,Saint Vincent and the Grenadines,Samoa,San Marino,Sant Kitts and Nevis,Sant Lucia,Sao Tome and Principe,Senegal,Seychelles,Sierra Leone,Solomon Islands,Somalia,Spain,Sri Lanka,Suriname,Trinidad and Tobago,Zambia,Turkey,Togo,Tuvalu,Tunisia,Vietnam,Tajikistan,Tanzania,Uganda,Uruguay,Uzbekistan,Zimbabwe,Venezuela,Tonga,Timor-Leste,Taiwan","2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in B2B SaaS, FinTech, HealthTech, Industry 4.0.",Angel network,$50000,$500000
Rockman Law,https://rockmanlaw.carrd.co/,"London, United Kingdom","USA,UK","2. Prototype,3. Early Revenue,4. Scaling","I invest in B2B software companies, including B2B SaaS, fintech, AI/ML, dev tools, deeptech and cyber security.",Solo angel,$5000,
Newland Syndicate,https://www.newlandsyndicate.com/,"Wendover House, London, United Kingdom","UK,Germany,Spain,France,Belgium,Netherlands,Ireland,Portugal,Luxembourg,Italy,Denmark,Sweden,Norway,Finland,Poland,Czech Republic,Slovakia,Croatia,Slovenia,Estonia,Latvia,Lithuania,Israel","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in Food and Agtech. The Newland team believes that there are significant structural tailwinds that are accelerating disruption in these industries. We like to be one of the first investors in a company, hence we typically invest at pre-seed and seed stage. Companies can be pre-revenue but must have a working MVP or similar.",Angel network,$50000,$200000
Huddle Ventures,https://huddle.work/,"WeWork, Two Horizon Center, Gurgaon, Haryana, 122002",India,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in Climate, Consumer, Commerce",VC,$500000,$1000000
Kirill Kirill,,,,,,Solo angel,,
Taram Capital,https://www.taramcapital.com/,"AV NUEVA PROVIDENCIA 1860, PROVIDENCIA, SANTIAGO, Chile","Chile,Colombia,Ecuador,Mexico,Peru,USA","3. Early Revenue,4. Scaling","We invest in early-stage B2B recurrent revenue companies with $0.5M - $4M ARR, primarily vertical SaaS implementing digitalization, AI and Web3 related applications, only in companies with some kind of presence in LatAm.",VC,$500000,$4000000
Kapita Investment Group AB,https://kapitagroup.se,"Lilla Bommen 2, 411 04 Gothenburg, Sweden","Sweden,Denmark,USA,UK,Germany","3. Early Revenue,4. Scaling,5. Growth,2. Prototype,6. Pre-IPO","We invest in DeepTech Life Science in the Europe, Nordic and US markets.",Other,$50000,$500000
Future Wrk Ventures,https://www.futurewrk.com/,"Malmskillnadsgatan 32, 111 51 Stockholm, Sweden","Austria,Denmark,Finland,Germany,Iceland,Norway,Sweden,Switzerland,UK","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in European pre-seed and seed stage companies building the Future of Work.,VC,$25000,$500000
JMTD Holdings,https://www.jmtdholding.com/,197 S. Federal Highway #300 Boca Raton FL 33432 United States,USA,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in strong entrepreneurs, great and defensible technologies, and early signs of traction that indicate that there is huge scale to the business.",PE fund,$50000,$250000
Shendi Zhang,https://www.michael-zhang.com/,Amsterdam,,"2. Prototype,3. Early Revenue","I invest in AI, health tech, mental health, fintech & prop tech",Solo angel,,$5000000
CouchPotato,https://couchpotato.vc,"Bengaluru, India","India,USA,Singapore,Japan","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in SaaS, fintech, future of work, climate tech, dev tools and more. We’re thesis-driven but also founder-focused in our approach.

At Couchpotato, we believe that exceptional founders are the driving force behind transformative companies. Our mission is to empower ambitious entrepreneurs by providing patient capital and hands-on support in the earliest stages of startup journeys.

We invest pre-seed and seed, writing $100K checks as a founder's first outside capital. This enables entrepreneurs to get started and gain momentum without substantial dilution.

In addition to flexible financing, we take an active role in helping de-risk the startup process. Our team of experienced operators advises on growth, product-market fit, hiring key roles, forming partnerships, and raising future rounds.

We leverage our network to connect portfolio companies with advisors, customers, technical talent and follow-on investors. By sharing playbooks and facilitating pilot projects, we help founders avoid common pitfalls.

Our ideal founders are relentless learners who demonstrate grit, creativity and vision. We believe diverse, well-rounded teams outperform those with narrow expertise. Founders we back question assumptions, communicate effectively, and balance passion with pragmatism.

We designed Couchpotato to provide maximum autonomy with accountability. Our founder-friendly terms empower startups to take risks and maintain control. We drive alignment through transparency and only succeed when our portfolio succeeds.

If you are an ambitious innovator ready to take the leap, we want to fund you on your journey. Let’s build the future together, $100K check at a time.",Angel network,$10000,$100000
Mark Bower,,,,,,Solo angel,,
Sunsino Venture Group,https://sunsino.com.tw/,"17F., NO.2, Ln. 150, Dec. 5, Xinyi Rd., Xinyi Dist., Taipei City 11059, Taiwan","Taiwan,Japan,USA,Hong Kong,Vietnam,Singapore","2. Prototype,3. Early Revenue,4. Scaling,1. Idea or Patent","We invest in AI, IOT, Medtech, ESG startups with working demos & MVP validated by reputable player from the relevant industry and/or initial sales.",VC,$200000,$2000000
James Bailey,,,UK,"1. Idea or Patent,2. Prototype,3. Early Revenue","I invest in early stage digital product startups, who have clear evidence that they are solving a genuine customer problem and are using customer insights to drive their product roadmap.",Solo angel,,
Deep Pow Syndicates,https://www.linkedin.com/in/colin-boey/ ,"London, UK","USA,UK","2. Prototype,3. Early Revenue,4. Scaling","We invest in B2B SaaS, automation, productivity, efficiency.",Angel network,$100000,$150000
Keeta Vaccaro, https://www.investaccess.com,,,"3. Early Revenue,4. Scaling","I invest into Ai integrations, Technology based companies  and Health and wellness ",Solo angel,,
Martin Swartz ,https://www.n/a,Switzerland/Luxembourg ,,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth","I invest in SaaS, IA and all kind of Technology companies.
",Solo angel,$10000000,
Nadeera Waduwara Kankanamalage,https://www.nadeerawk.com,Austin TX,USA,"1. Idea or Patent,2. Prototype,3. Early Revenue","I invest in tech enabled solutions, hard tech and saas. Generalist. Founder + market 1st.",Solo angel,,$10000
Founderville,https://founderville.vc/,"51 Belmont Avenue, Greenville, SC 29601",USA,3. Early Revenue,"We invest in B2B, SaaS, pre-seed",VC,$250000,$400000
Arthur Romero,,,,,,Solo angel,,
Adam Borowicz,,Poland,"Bulgaria,Cyprus,Czech Republic,Estonia,Finland,France,Georgia,Greece,Hungary,Latvia,Liechtenstein,Lithuania,Poland,Romania,Serbia,Slovakia,Slovenia,Sweden,UK,Ukraine",3. Early Revenue,I invest in B2B software products; founders from CEE diaspora,Solo angel,$1000000,$10000000
Elisabeth Zambelis,,"Paris, France","Kenya,South Africa,Canada,USA,Belgium,France,Portugal,UK","2. Prototype,3. Early Revenue","I invest in both deep-tech ventures and startups that present immediate market viability. My favourite sectors : health (including femtech & sextech), fintech & climate",Solo angel,$1000,$25000
